Note,Description,Date,nombre_good,nombre_follow,key
"4,0","Les coréens ne cessent de nous surprendre, en films comme en séries.Cette ""petite"" série se regarde avec plaisir, en V.O de préférence et s'il ne révolutionne pas le genre, il nous rappel avec surprise d'autres productions du même genre.",Publiée le 11 octobre 2021,"0


0",Suivre son activité,6
"2,0","Je ne comprend pas l'engouement qu'à provoqué cette série, alors oui, du sang, du suspense mais cela ne dure pas... Le 1er épisode donne envie de voir la suite, mise à part le mauvais jeu d'acteur, sans charisme, le 2eme épisode a été bien long et décevant, le 3eme m'a endormi et fait lâcher le fil, en fait la gestuelle, les dialogues m'ont fait pensé à un vieux Bioman de mon enfance...Next...",Publiée le 3 octobre 2021,"1


0",Suivre son activité,7
"4,0","Bonne série qui pose des questions sur les priorités de l'être humain, la bêtise humaine, les relations familiales ! Le concept est très bien, pas étonnant que cette série soit aussi populaire dans le monde…Je recommande pour la culture générale mais également pour le plaisir !",Publiée le 17 octobre 2021,"0


0",Suivre son activité,8
"5,0","Grosse claque devant cette série. C’est Trash, c’est gore et violent mais très bien calculé. Le battle royal de la mort. Les personnages sont attachants et on est tenu en allène tout le long de la série. Les morales de cette série sont multiples. A regarder !",Publiée le 26 septembre 2021,"1


3",Suivre son activité,9
"5,0","Waw! Je cherchais une série qui déchire dès le premier épisode, et bien je suis bien servie. Qualité cinématographique, super scénario, suspens intense, mais le plus de cette série est qu'elle est intelligente et est aussi une satire de la société capitaliste de consommation avec un ton drolatique et aiguisé. Impossible de décrocher.",Publiée le 21 novembre 2021,"0



0",Suivre son activité,10
"4,5","Série incroyable ! Bien que j'ai été légèrement spoilée j'ai quand même eu beaucoup de larmes sur mes joues mais aussi beaucoup de colère ! Série vraiment génial, j'ai hâte de voir la saison 2 en espérant qu'elle soit toute aussi bien que la première !",Publiée le 5 octobre 2021,"0


2",Suivre son activité,11
"4,0","Très bonne série, mais très souvent dans le cliché, et avec des répliques souvent horribles. Aussi les personnages ne sont pas assez intéressants et trop scénarisés disons-le.",Publiée le 11 octobre 2021,"0


0",Suivre son activité,12
"4,0","Bien ficelé , beau jeu d'acteur , agréablement surprise par cette série , le démarrage était un peu lent à mon goût , comme certaines scènes , mais dans l'ensemble on se laisse prendre au jeu (sans mauvais jeu de mot 😉)",Publiée le 22 septembre 2021,"1


0",Suivre son activité,13
"2,5","J'ai passé un bon moment devant squid game, les décors et le jeu des acteurs m'a convaincu, cependant la série est très prévisible, la fin m'a beaucoup déçu, bref une bonne série pour ado.",Publiée le 21 octobre 2021,"1


0",Suivre son activité,14
"1,5","Hormis la partie jeu, la série est surcotée, en longueur, jeu d'acteur pas terrible. Assez déçu.",Publiée le 12 octobre 2021,"1


0",Suivre son activité,0
"4,5",Franchement incroyable ça permet de voir où sont les valeurs humaines dans nos sociétés où on a appris la grâce de l'amour et la relation saine à l'argent.Bravo au réalisateur ça va très loin mais ça me semble raccord avec la vie du monde actuel,Publiée le 11 octobre 2021,"0


0",Suivre son activité,1
"5,0","Cette série se consomme comme un grand cru ou une bouteille de whisky haut de gamme : avec passion et modération car c'est intense. L'image semble peut être pompeuse, mais ce drame coréen est vraiment du haut de gamme.Tout est haut de gamme : A commencer par le concept du jeu (que je ne spoilerais pas ici) qui donne matière à de nombreux sujets de réflexion = le libre-arbitre, l'appât du gain, la solidarité ou non en fonction des valeurs de chacun et/ou des gains potentiels des joueurs, la société de contrôle ou ""BIG BORTHER"" incarnée par les organisateurs du jeu (tout rapprochement ou critique à l'égard de certains modèles politiques dans les sociétés asiatiques actuelles n'étant selon moi en tous cas, pas fortuit). La mise en scène est précise et intelligente, les personnages attachants, même lorsqu'ils sont infectes (tous les personnages sont géniaux ou presque), une bande son excellente, des situations improbables, cruelles, tantôt tristes, drôles, ou désespérantes. Quant au déroulement des actions, il nous maintient en haleine sévèrement jusqu'au dernier épisode car rien ou presque dans cette série n'est prévisible. Il y a particulièrement un effort pour les costumes et les décors, tout est fait pour que l'aspect esthétique et visuel de la série soit à son maximum...Bref, n'hésitez pas et vivement la saison 2.",Publiée le 11 octobre 2021,"1


 1",Suivre son activité,2
"4,5","Bonjour, cette série est à regarder les yeux fermés.Bien sûr il y a un peu la dose d'hémoglobine et de sang, mais rarement de l'horreur absolue. Ce qui est extrêmement frappant c'est la justesse des jeux d'acteurs, l'attachement que l'on se surprend à avoir avec les personnages (même si, connaissant d'entrée les règles, il faut savoir ne pas trop s'accrocher). J'ai particulièrement aimé les petites touches d'humour qu'il y a et la justesse des dialogues. Les rebondissements sont intéressants, même si on sent quand même facilement comment ça se termine. Enfin, c'est selon s'il y a une deuxième saison.",Publiée le 26 septembre 2021,"0


0",Suivre son activité,3
"4,5","On ne peut le nier, Squid Game est un succès. Pure réussite dont on espère une suite qui puisse nous apporter les réponses aux questions que l'on se pose à la fin de la saison 1.",Publiée le 31 octobre 2021,"0


0",Suivre son activité,4
"3,0","Scénario original qui rappelle l'excellent Battle royal, mais sans en atteindre le niveau. L'hémoglobine est là, le rythme est soutenu avec des personnages principaux intéressants.En revanche la série cumule trop de scènes grotesques et de personnages secondaires qui décridibilisent l'histoire... notamment le pakistanais ou la nympho qui m'ont particulièrement agacé. On pouvait tirer bien mieux de cette série.",Publiée le 24 novembre 2021,"0


0",Suivre son activité,5
"5,0","Superbe photographie, mise en scène et les acteurs sont extrêmement bons. Évidemment il faut regarder en vost, ne jamais prendre au sérieux quelqu'un qui commente en parlant de vf....Une série très agréable à regarder, visulellzmznt très raffiné, sans compter le jeu de certains acteurs, exceptionnel. change réellement des séries américaines usuelles.",Publiée le 24 janvier 2022,"0


0",Suivre son activité,6
"5,0","Ce que nous notons a nécessité des heures incalculables de travail. Ils méritent la meilleur note et une critique objective.Squid game est une série à part. Les choix cinématographiques qui ont été faits sont spéciaux et inattendus et pour autant très intéressants à regarder même si on en a pas l'habitude. L'histoire se passe dans peu de lieux différents, à la limite du huit-clos, mais ça ne se ressent pas. Pour vous donner une image : the cube (1997) est plus un huit-clos que hunger games (2012) qui l'est autant que Squid Game. Et tous les trois se ressemblent sur certains points : rapport à une mort quasi certaines, espaces clos, dangereux et imprévisible.Dès le début, les personnages paraissent tous un peu exagérés : les personnes âgées recroquevillées et altruistes, les pauvres addictes aux jeux et immatures, ... Parfois même on trouve le jeu d'acteur surjoué mais rapidement tous deviennent très attachant et une fois habitué on apprécie leur style particulier, un style qui ressemble un peu aux pièces de théâtre finalement. L'ambiance que créé ce film, avec ces personnages clichés, la façon de jouer, ces décors minimalistes mais puissants, rappellent vraiment le style thriller/épouvante/mystère des films comme the Cube, Plateforme (2019), Exam (2009), etc. Et c'est un vrai régale de se replonger dans une intrigue si simple et angoissante en même temps.La série se tente aussi à des mises en scène ambitieuses et c'est plutôt réussi. A un moment par exemple, (sans spoil), une scène de plusieurs minutes nous montre deux acteurs et un long monologue. Pas si fréquent que ça dans le cinéma et pourtant très bien interprété ici. Scène suivante, même schéma mais différents personnages. Un enchaînement de scènes qui nous fait frissonner !Un autre élément appréciable de cette série est que son histoire a une fin. Une fin ouverte certes, mais une fin satisfaisante. Nous savons aujourd'hui qu'il y aura une deuxième saison, et tout est imaginable mais ici nous avons bien une fin qui permet d'apprécier la série sans être déçu de ne pas pouvoir cliquer sur ""épisode suivant"".",Publiée le 1 février 2022,"1


0",Suivre son activité,7
"0,5","Totalement surcoté. Le jeu d’acteur est bon quand on regarde en VO mais les décors, le scénario et l’idée de la série sont très légers. Avec ce genre de phénomène créé autour de cette série on se demande vraiment si l’esprit critique des cinéphiles n’a pas largement reculé ces dernières années",Publiée le 5 décembre 2021,"0


0",Suivre son activité,8
"4,0","Quel plaisir de voir une série asiatique se démarquer des nombreuses séries actuelles! Certes, l’histoire fait penser un peu à Battle Royal, Hunger Games, etc. Mais la diversité des « jeux d’enfants », alliée à une violence crue, rend cette série atypique.La série assume complètement le côté théatral et épique, ce qui lui permet de faire prendre n’importe quelle voie au scénario, ça ne pourrait dérouter le spectateur. Ma critique principale serait justement ce côté épique, oùbon devine très rapidement comment vont se terminer les jeux. On devine bien entendu tout de suite qui est le personnage principal ( d’ailleurs le premier épisode traîne un peu à ce sujet). On aurait pu s’imaginer un modèle style Game of Trones, où il est impossible de désigner un personnage principal, ce qui augmenterait le suspens ( tous peuvent mourir du jour au lendemain). Disons que le plaisir vient surtout du « comment » et non du « qui ». À noter, que la fin de la saison 1 est mal! Bien qu’un indice plus ou moins subtil a été glissé à un moment > quand 
spoiler: 
numero 1 monte sur tous les lits 
et notre héros lui demande comment a-t-il fait …",Publiée le 27 septembre 2021,"0


0",Suivre son activité,9
"4,0","Le concept n'est pas très original mais Squid Game apporte une esthétique agréable et un bon jeu d'acteurs. Une très bonne surprise, malgré des renversements de situation un peu prévisibles.",Publiée le 12 octobre 2021,"0


0",Suivre son activité,10
"1,0","affligeant, quelle daube, scénario nullissime, surjoué par de mauvais acteurs, j'ai tout de même tenu 3 épisodes rien d'autre à en dire.",Publiée le 12 octobre 2021,"1


0",Suivre son activité,11
"2,5",L'esthétique est soignée mais le scénario lourd et prévisible.Tout est très très appuyé ! Le doublage français n'est pas top non plus. Très sûr-côté !,Publiée le 19 octobre 2021,"1


0",Suivre son activité,12
"4,5","Une direction artistique magnifique, un très beau travail des décors, un scénario et des personnages particulièrement bien écrits et un beau jeu d'acteurs. Un coup de cœur indéniable.",Publiée le 24 novembre 2021,"0


0",Suivre son activité,13
